,us equity,eu equity,em equity,us gov,eu gov,us corp,eu corp,us real,eu real,comm
20/02/2009,16.25776861,20.46,14.35,178.7295231,143.167,112.6631,103.5925049,7.882308178,17.016,21.29
23/02/2009,15.67608054,20.11,14.12,178.7795061,143.109,112.0326,103.2966246,7.289758414,16.7417,22
24/02/2009,16.27036035,19.79,14.24,178.6295569,143.342,110.7716,103.1108393,7.906620811,16.4839,21.9
25/02/2009,16.14269405,19.85,14.33,177.4599526,143.564,110.6749,103.0970774,7.754648415,16.8081,21.96
26/02/2009,15.87978309,20.52,14.58,177.2100372,142.175,109.2802,102.484674,7.356624302,17.007,22.5
27/02/2009,15.52488245,20.03,14.13,177.0201015,143.167,109.5817,102.491555,7.259373768,17.0954,22
02/03/2009,14.8255937,18.96,13.55,178.129726,143.26,108.9912,102.6566975,6.806627792,16.6534,21.3
03/03/2009,14.71430833,19.11,13.41,177.8598173,143.027,108.5514,102.5672453,6.83396414,16.3219,21.3
04/03/2009,15.06289367,19.56,14.32,177.2600203,142.595,108.5388,102.2300794,6.943358699,16.2003,22.28
05/03/2009,14.44760819,19.11,13.82,178.9194588,143.295,107.8729,102.0098894,6.514900774,16.0235,22.01
06/03/2009,14.47281111,18.34,13.95,178.809496,143.529,108.3252,102.0993416,6.426795133,15.0124,22.05
09/03/2009,14.3027254,18.2,13.83,178.2396888,143.973,106.8551,101.5007001,6.569598053,14.4875,22.26
10/03/2009,15.15529143,19.35,14.43,177.3399932,143.272,106.2519,100.9777489,7.484234898,15.2223,22.26
11/03/2009,15.25398506,19.67,14.55,177.869814,142.77,106.4907,100.6887495,7.362696314,15.5815,21.93
12/03/2009,15.85458017,19.64,14.59,178.2496854,143.33,105.4226,100.8401301,7.964366389,15.5041,21.9
13/03/2009,15.97847672,19.98,14.8,178.3196617,143.132,106.6163,100.7300351,7.794177955,16.0235,22.32
16/03/2009,15.9301695,20.43,15.15,177.7698478,142.256,106.7043,100.5992973,7.180388438,16.0346,22.39
17/03/2009,16.41736119,20.3,15.1,177.3299966,142.023,107.0938,100.4272739,7.724288352,15.9848,22.64
18/03/2009,16.78485359,20.19,14.86,181.0487383,141.661,106.9305,100.3859883,8.146674265,16.2335,22.25
19/03/2009,16.57695378,20.51,14.71,180.7288465,142.992,108.9283,100.8263682,7.648326737,16.5097,23.46
20/03/2009,16.22656129,20.63,14.86,180.5389108,143.506,108.9786,101.0052726,6.988935668,16.123,23.71
23/03/2009,17.39209435,21.46,15.62,180.2690021,143.202,109.0666,100.9983917,8.119337917,16.2887,24.09
24/03/2009,17.04941624,21.43,15.64,180.4389446,142.198,108.9409,100.8607729,7.493355209,16.4158,23.76
25/03/2009,17.2292178,21.65,15.87,179.5092592,142.361,109.1922,101.0259154,7.6143038,16.8744,23.58
26/03/2009,17.58036813,21.69,16.05,180.0790664,142.455,108.7022,101.1979388,7.784664315,16.8965,23.66
27/03/2009,17.26306783,21.36,16.02,180.0390799,142.852,108.6519,101.5488666,7.437723774,16.7971,23.37
30/03/2009,16.66655337,20.35,15.4,180.4989243,143.517,109.3053,101.9754847,7.031931417,16.5208,22.86
31/03/2009,16.82097712,20.54,15.54,180.9287789,143.552,108.7524,102.1681509,7.521355299,16.7639,22.87
01/04/2009,17.14673022,20.6,16.06,181.2986537,143.739,109.1294,102.2163175,7.481088268,16.6866,22.86
02/04/2009,17.64804876,21.94,16.95,180.4389446,142.793,108.7901,101.7621757,8.02319362,17.8027,23.55
03/04/2009,17.82363364,22.39,16.77,179.0594114,141.801,108.5011,101.6383188,8.714001823,17.7916,23.6
06/04/2009,17.68401684,21.9,16.8,178.7994994,141.567,108.5011,101.7759375,8.614882977,18.0126,23.17
07/04/2009,17.27152062,21.7,16.75,179.0594114,141.848,108.4509,101.9754847,7.970536733,17.7364,23.27
08/04/2009,17.45767635,22.1,16.9,179.5092592,141.871,108.6645,102.1406272,8.088879522,17.8635,23.45
09/04/2009,18.15150478,22.65,17.65,178.8194926,141.532,109.5063,102.2988887,9.172475649,18.6481,23.83
10/04/2009,18.15150478,22.65,17.65,178.8194926,141.532,109.5063,102.2988887,9.172475649,18.6481,23.83
13/04/2009,18.15572146,22.65,17.65,179.619222,141.532,109.5063,102.2988887,9.200352824,18.6481,23.83
14/04/2009,17.84265727,23.17,17.95,180.1190529,142.163,110.9011,102.4502694,8.419718168,19.1177,23.74
15/04/2009,18.03304911,22.82,17.79,180.2390123,142.665,111.743,103.3172674,9.150793401,19.2172,23.89
16/04/2009,18.29745631,23.25,17.96,179.6392152,142.303,112.522,103.5856239,9.457466912,19.4879,23.81
17/04/2009,18.42014809,23.48,18.07,179.6392152,141.556,112.3461,103.5649811,9.62785201,19.499,23.65
20/04/2009,17.64804876,22.69,17.52,179.6292186,142.058,112.5848,104.0741705,8.636565225,19.0183,23.03
21/04/2009,17.99284492,22.17,17.6,179.1093945,142.968,112.5597,104.0810514,9.401712561,18.4049,23
22/04/2009,17.88286147,23.09,17.87,178.599567,142.046,112.2707,103.9847183,9.073356803,19.1067,22.87
23/04/2009,18.05842692,23.19,17.87,178.8394858,142.046,111.8812,104.122337,9.482246623,19.3166,23.27
24/04/2009,18.33130634,23.39,17.97,178.8394858,142.233,112.4592,104.3494079,9.931428057,19.3277,23.57
27/04/2009,18.15783952,23.43,17.82,178.9594453,143.459,112.321,104.5764789,9.336665819,19.394,23.11
28/04/2009,18.10072974,23.35,17.52,178.2196956,142.758,112.4843,104.8998829,9.460564376,19.2614,22.84
29/04/2009,18.48571067,23.31,18.06,177.6298951,142.805,111.8812,105.0994301,9.872576243,19.2614,22.97
30/04/2009,18.49206483,24.39,18.55,177.5199323,142.396,111.4414,105.1682394,9.829187165,19.0846,23.46
01/05/2009,18.59147743,24.39,18.55,177.2800135,142.396,111.7304,105.2301679,9.507026335,19.0846,23.46
04/05/2009,19.22395998,24.78,19.38,177.3999729,142.572,111.7304,105.2301679,10.29075845,19.4106,24.6
05/05/2009,19.15839741,24.9,19.31,177.3699831,142.163,112.5597,105.4985244,9.906648346,19.6371,24.4
06/05/2009,19.49069898,24.86,19.73,177.3799797,142.151,112.3587,105.76,10.28456353,20.0239,24.64
07/05/2009,19.21972386,24.72,19.35,176.2703552,140.914,113.4393,105.76,9.695996217,20.7753,25.21
08/05/2009,19.66818817,25.28,19.5,176.2703552,140.563,113.3136,105.89,10.34343992,20.825,25.15
11/05/2009,19.30011283,24.93,19.38,177.3899763,140.902,114.2183,105.89,9.950012841,20.4935,25.12
12/05/2009,19.24300305,25.04,19.3,177.5199323,140.797,114.7461,106.33,9.922135666,20.4327,25.43
13/05/2009,18.75859009,24.27,18.66,178.0897395,141.509,114.9722,106.8,9.271594494,19.4161,25.33
14/05/2009,18.91934858,24.1,18.88,178.1897057,141.883,114.7461,106.68,9.491539015,19.3608,24.91
15/05/2009,18.76494426,24.36,19.03,178.1897057,141.703,114.2811,106.77,9.172475649,19.6979,25.1
18/05/2009,19.29799477,24.95,19.91,177.2400271,141.449,114.0675,106.94,9.90974581,19.6923,24.95
19/05/2009,19.27473502,25.24,20.15,177.0700846,140.651,113.1503,106.73,9.720775928,19.9852,24.89
20/05/2009,19.14568907,25.71,20.28,177.659885,140.579,114.545,107,9.64333933,20.1841,25.47
21/05/2009,18.87071102,25.09,19.62,176.4602909,141.51,115.2738,107.16,9.671216505,19.9355,25
22/05/2009,18.83050683,25.2,19.57,176.4602909,140.615,113.301,107.3,9.432687201,20.0018,25.48
25/05/2009,18.83050683,25.28,19.55,176.4602909,139.83,113.301,107.3,9.432687201,20.057,25.49
26/05/2009,19.31280173,25.49,19.51,175.3006833,139.66,113.4644,106.95,9.993377336,19.7144,25.4
27/05/2009,18.96800557,25.61,19.98,174.1210824,139.527,113.8025,107.01,9.630949474,19.9303,25.65
28/05/2009,19.2324322,25.25,19.92,174.2410418,139.479,113.3173,107.01,9.764140423,19.6644,25.91
29/05/2009,19.57299225,25.44,20.07,175.6505649,139.962,114.7346,107.1,10.08632584,19.67,26.5
01/06/2009,20.04681493,26.31,20.85,173.9511399,139.346,114.4665,107.4,10.60365148,19.9812,26.94
02/06/2009,20.06373994,26.28,20.54,174.3110182,139.419,115.4113,107.57,10.38370696,19.8624,27.08
03/06/2009,19.80990359,25.72,19.93,174.9907881,140.337,116.9307,108.23,10.36512217,19.687,26.74
04/06/2009,19.99605932,25.84,20.19,173.8111873,139.564,116.4455,108,10.69657539,19.3419,26.77
05/06/2009,20.000276,26.06,20.71,172.1417522,138.5,116.4455,107.46,10.66869822,19.5229,26.97
08/06/2009,19.91778841,25.6,20.08,171.8418536,138.971,116.0753,107.3,10.47353341,19.2571,26.43
09/06/2009,20.01931907,25.85,20,172.2217251,139.153,116.2285,107.6,10.47353341,19.3645,26.98
10/06/2009,19.96854402,25.92,20.41,171.6119314,138.935,115.922,107.83,10.29075845,19.5512,26.77
11/06/2009,20.05740521,26.09,20.64,172.2017319,138.295,116.7264,107.7,10.08010633,19.5173,27.16
12/06/2009,20.11239693,26.06,20.5,172.2017319,139.201,117.4159,107.38,10.44565623,19.6078,26.89
15/06/2009,19.65126315,25.15,20.13,173.3413463,139.962,117.467,108.08,9.950012841,19.489,26.34
16/06/2009,19.38471847,25.27,20.16,173.791194,140.059,117.9266,108.4,9.767237887,19.5852,26.39
17/06/2009,19.36569483,24.75,19.42,173.9511399,140.664,117.6968,108.43,9.581390052,19.3306,26
18/06/2009,19.5071965,25.12,19.52,172.6115932,140.18,116.752,108.65,9.646436794,19.1609,26.23
19/06/2009,19.57895778,25.4,19.75,172.6115932,140.446,116.42,108.35,9.742458175,19.2853,26.35
22/06/2009,18.99184827,24.73,19.15,173.9311467,140.929,115.9348,108.85,9.234424927,18.68,25.1
23/06/2009,19.00673295,24.46,18.59,174.3909911,140.954,117.5819,108.7,9.302569133,18.8045,25.26
24/06/2009,19.17009529,25.19,19.51,174.0311129,141.147,117.6968,109.013,9.502380139,18.9007,25.85
25/06/2009,19.58746887,24.86,19.46,175.1407374,141.643,117.301,109.114,9.628294505,18.9289,26.07
26/06/2009,19.53640235,24.92,19.68,175.4706258,141.763,118.8332,109.043,9.710131469,19.093,26.04
29/06/2009,19.71935185,25.14,20,175.5505987,142.017,118.7438,109.317,9.703838209,19.1779,26.1
30/06/2009,19.55981755,24.9,19.57,175.28069,141.667,118.3352,109.226,9.760477549,19.0081,25.4
01/07/2009,19.64063401,25.43,20.09,175.3706596,141.812,118.0671,109.551,9.930444736,19.6022,26.05
02/07/2009,19.10459102,24.79,19.7,175.8904837,142.235,118.7438,109.906,9.404810025,19.274,25.4
03/07/2009,19.10459102,24.67,19.94,175.8904837,142.537,119.0375,109.835,9.404810025,19.5512,25.29
06/07/2009,19.10245353,24.38,19.47,176.0204397,142.875,117.9139,110.231,9.640881025,19.3872,24.63
07/07/2009,18.73231842,24.22,19.54,176.2903484,142.815,118.2458,110.271,9.266309139,19.308,24.6
08/07/2009,18.7195518,23.82,19.16,177.5999053,143.141,118.8715,110.393,9.178178915,18.8101,23.86
09/07/2009,18.7557142,24.14,19.34,176.6102402,142.936,119.2162,110.292,9.005065099,18.9685,23.86
10/07/2009,18.71104071,24.06,19.1,177.5699154,143.383,119.7908,110.535,8.992478579,19.0081,23.8
13/07/2009,19.16669474,24.34,19.08,177.2100372,143.347,120.11,110.637,9.332412952,19.2627,23.81
14/07/2009,19.27475445,24.49,19.35,176.3703213,142.948,119.5737,110.626,9.445740799,19.3023,24.26
15/07/2009,19.83846819,25.48,20.18,175.1007509,142.331,119.0247,110.596,9.795115062,19.6474,24.8
16/07/2009,20.02779129,25.75,20.16,175.5106122,142.622,119.2928,111.296,9.908418325,19.7832,24.58
17/07/2009,20.02353575,25.73,20.34,174.8408389,142.223,119.5482,110.738,9.644027655,20.0264,25.1
20/07/2009,20.23646836,25.96,20.89,175.4706258,142.041,120.0078,110.87,9.983962029,20.1,25.41
21/07/2009,20.32985713,26.29,20.94,176.3503281,142.428,121.1314,111.317,9.955617776,20.2754,25.5
22/07/2009,20.32560159,26.26,21,175.7405344,142.428,121.6805,111.53,9.968228879,20.1679,25.64
23/07/2009,20.77466828,26.93,21.5,174.5009539,141.751,120.825,111.327,10.36480259,20.4338,25.93
24/07/2009,20.85954596,26.89,21.41,174.7808592,141.57,120.3398,111.55,10.43719967,20.4677,26
27/07/2009,20.92122219,27.12,21.46,174.4409742,141.497,120.5441,111.702,10.58828707,20.4564,26.14
28/07/2009,20.82338356,26.84,21.64,174.5909234,141.836,121.157,111.905,10.57884718,20.4224,25.62
29/07/2009,20.77274454,27.16,21.45,174.6608998,142.126,121.8082,112.464,10.44663956,20.5356,25.42
30/07/2009,20.98931088,27.74,21.95,174.8608321,142.174,121.9741,112.535,10.82121144,20.7845,26.2
31/07/2009,21.01908025,27.44,21.8,176.0604262,142.996,123.468,113.123,10.81174697,21.1522,26.11
03/08/2009,21.36581959,27.88,22.18,175.0007848,142.706,124.0681,113.022,11.00691178,21.3502,27.44
04/08/2009,21.42112222,27.83,22.08,174.6908896,142.622,123.7361,113.042,11.60809019,21.4407,27.28
05/08/2009,21.35944599,27.46,21.63,174.1510723,142.815,124.1447,113.113,12.05188794,22.1422,27.65
06/08/2009,21.24882129,27.79,21.89,174.3310114,142.634,124.4001,113.022,11.96061109,22.7702,27.55
07/08/2009,21.52791886,28.24,22.22,173.4713023,141.05,124.0937,112.535,12.62786873,22.6344,27.55
10/08/2009,21.48281788,28.08,22.21,174.2610351,141.377,123.9915,112.951,12.3571848,22.6966,27.31
11/08/2009,21.21479638,27.56,21.62,174.8708287,141.715,125.5109,113.215,11.99837065,22.3685,27.15
12/08/2009,21.44239993,27.99,21.69,174.7308761,141.727,125.064,113.255,12.08650087,22.7136,27.26
13/08/2009,21.60618977,28.2,21.84,175.6605615,142.223,124.8214,113.408,12.14945805,22.872,27.69
14/08/2009,21.44028188,27.84,21.61,176.0104431,143.069,126.1238,113.661,12.04874131,23.3472,26.81
17/08/2009,20.91273054,27.14,21.09,176.510274,143.347,125.8684,113.793,11.40663212,22.7475,26.24
18/08/2009,21.07863843,27.33,21.47,176.3603247,143.19,126.111,113.763,11.51995997,22.8437,26.44
19/08/2009,21.26370598,27.45,21.08,176.9101387,143.866,125.5109,113.844,11.42868312,22.691,26.82
20/08/2009,21.48281788,27.75,21.55,177.0900778,143.842,125.2556,113.925,11.88506738,22.9795,26.82
21/08/2009,21.90400007,28.52,21.91,175.9904499,143.202,125.0002,113.509,12.1966575,23.3925,26.82
24/08/2009,21.90188201,28.89,22.19,176.6002435,143.274,125.23,113.57,12.15575131,23.7262,27.21
25/08/2009,21.94441801,29.23,22.12,177.0400947,143.77,125.9961,113.875,12.29110557,24.0544,27.3
26/08/2009,21.9465555,29.13,21.87,177.1700507,143.999,126.9132,113.956,12.32886513,24.2166,26.85
27/08/2009,21.99548453,28.88,21.58,177.0300981,144.011,126.6931,113.935,12.44846165,23.9204,26.74
28/08/2009,21.99122899,29.24,21.83,177.1700507,143.842,126.6283,114.098,12.55864287,24.2849,27.43
31/08/2009,21.79551286,28.95,21.26,177.5399256,143.83,126.6283,114.149,12.36033143,24.1369,26.72
01/09/2009,21.3147725,28.45,21.51,177.9597835,144.036,127.0039,114.341,11.69936705,23.7553,26.73
02/09/2009,21.23393661,28.19,21.43,178.6395535,144.265,127.1334,114.362,11.46329605,23.3737,26.72
03/09/2009,21.41049307,28.13,21.62,178.3896381,144.181,126.9132,114.24,11.69179547,23.7097,26.6
04/09/2009,21.71042143,28.52,22.03,177.5199323,144.241,127.2759,114.331,11.82840346,23.9831,26.15
07/09/2009,21.71042143,29.02,22.34,177.5199323,144.302,127.0169,114.494,11.82840346,24.3419,26.4
08/09/2009,21.89762647,29.04,22.29,177.32,144.12,126.4729,114.484,12.24073491,24.6153,27
09/09/2009,22.06567185,29.4,22.31,177.02,143.238,126.2657,114.311,12.47995254,25.0538,27.06
10/09/2009,22.29115735,29.39,22.33,177.79,143.854,127.496,114.209,12.66565287,25.1449,26.74
11/09/2009,22.2869018,29.6,22.6,178.95,144.265,128.5579,114.565,12.64362646,24.9285,26.87
14/09/2009,22.39538901,29.47,22.31,178.21,144.435,128.7263,114.605,13.01817377,24.7406,26.57
15/09/2009,22.48899153,29.6,22.43,177.83,144.036,128.3378,114.636,13.22590051,25.0196,26.84
16/09/2009,22.82935726,30.06,22.92,177.46,143.564,128.9335,114.575,13.76414633,25.3158,27.15
17/09/2009,22.79531291,30.21,23.11,177.11,143.395,128.6486,114.575,13.70433577,25.3898,27.31
18/09/2009,22.80984783,30.25,22.88,178.18,143.419,129.6458,114.636,13.72321555,25.6689,27.36
21/09/2009,22.75213567,29.99,22.79,177.42,143.407,129.3738,114.666,13.50919555,25.4981,26.62
22/09/2009,22.88465989,30.08,22.96,177.36,143.19,129.4645,114.727,13.93726014,25.4468,27.11
23/09/2009,22.69442351,30.06,22.78,177.89,143.395,129.322,114.971,13.43365184,25.4753,26.68
24/09/2009,22.4443569,29.62,22.57,178.77,143.794,130.2156,115.316,12.94798917,25.4468,26.27
25/09/2009,22.32467704,29.54,22.62,178.54,144.362,130.099,115.377,12.98931327,25.2019,26.36
28/09/2009,22.72434833,30.19,22.95,178.64,144.616,130.4875,115.346,13.52669868,25.3101,26.52
29/09/2009,22.65596816,30.18,23,178.94,144.567,130.4228,115.478,13.30729498,25.3557,26.53
30/09/2009,22.56833118,29.94,22.87,179.06,144.918,129.9695,115.559,13.1801023,25.1962,26.81
01/10/2009,22.01476078,29.38,22.73,179.62,145.136,130.4098,115.773,12.58865877,25.0424,26.76
02/10/2009,21.90574892,28.86,22.39,180.52,145.667,130.2285,115.651,12.49964356,24.564,26.49
05/10/2009,22.23276507,29.08,22.78,179.88,145.752,130.4357,115.834,12.84304414,24.8545,26.15
06/10/2009,22.55123128,29.86,23.32,179.62,145.426,130.2674,115.864,12.80806246,25.2759,27.14
07/10/2009,22.61321841,29.86,23.24,179.99,145.861,130.6559,116.037,12.79852424,25.3841,27.17
08/10/2009,22.78633547,30.14,23.4,180.34,145.933,131.3423,116.037,13.04337139,25.5835,27.19
09/10/2009,22.92527215,30.07,23.68,179.13,145.075,129.7623,115.478,13.15465884,25.6974,27.55
12/10/2009,23.0150272,30.45,23.81,178.52,145.281,130.099,115.691,13.1355824,25.8683,27.75
13/10/2009,22.9680219,30.07,23.54,178.99,145.546,130.1508,115.935,12.95116038,25.612,27.74
14/10/2009,23.36341822,30.76,24.14,178.96,145.075,129.6458,115.925,13.42494944,26.0049,28.06
15/10/2009,23.44891772,30.68,24,178.24,144.398,129.2573,115.651,13.31046619,26.0733,28.2
16/10/2009,23.27366318,30.25,23.76,177.8,144.447,129.5163,115.651,12.9606986,25.9992,28.25
19/10/2009,23.46601762,30.81,24.16,178.25,144.265,129.7882,115.691,13.24052743,26.1929,28.71
20/10/2009,23.3422571,30.56,23.89,178.67,144.918,130.4875,116.138,12.99568028,26.1075,28.63
21/10/2009,23.13258901,30.74,23.96,178.71,144.193,130.5393,115.844,12.8303347,26.2157,29.13
22/10/2009,23.3676932,30.32,23.6,178.49,144.398,130.358,116.037,13.16739286,26.0049,29.22
23/10/2009,23.10052669,30.16,23.71,178.09,143.963,129.9825,115.945,13.01158551,26.0049,29.28
26/10/2009,22.85046009,29.62,23.64,177.72,143.939,129.7623,115.996,12.97977505,25.7657,28.87
27/10/2009,22.7457232,29.63,23.56,177.53,144.652,129.7235,116.361,12.79218182,25.5265,28.88
28/10/2009,22.31612709,29,22.68,178.41,144.882,129.9048,116.483,12.25479641,24.6722,28.16
29/10/2009,22.79488542,29.56,23.11,178.32,144.265,129.063,116.118,12.81442947,25.4126,28.81
30/10/2009,22.13444065,28.66,22.35,178.29,145.015,129.7623,116.503,12.59185457,25.4696,28.23
02/11/2009,22.2968897,28.88,22.76,178.95,145.027,129.9566,116.483,12.58865877,25.219,28.65
03/11/2009,22.36740735,28.28,22.43,178.68,144.797,129.4256,116.392,12.77310537,24.7975,28.79
04/11/2009,22.42511952,28.86,23.1,178.19,144.362,128.8169,116.24,12.49964356,25.2361,29.14
05/11/2009,22.8376546,29.19,23.2,177.98,144.144,128.6615,116.148,12.78264359,25.3443,29.02
06/11/2009,22.89748482,29.16,23.26,178.37,144.096,128.9465,116.219,12.57277812,25.4468,28.35
09/11/2009,23.4189929,29.88,23.78,178.51,144.495,129.2184,116.422,13.19283631,25.9195,28.95
10/11/2009,23.42326787,29.85,23.78,178.55,144.882,129.6587,116.595,13.0942583,26.022,28.67
11/11/2009,23.54296717,30.14,23.92,178.67,144.858,129.4256,116.676,13.33910544,26.284,29.19
12/11/2009,23.30356857,30.06,23.87,178.75,144.725,129.4515,116.656,13.20237454,26.0049,28.79
13/11/2009,23.42968033,30.22,23.83,178.72,144.495,129.2961,116.767,13.38042955,26.153,28.62
16/11/2009,23.76952141,30.67,24.44,178.91,145.027,130.112,116.96,13.70477827,26.5289,29.56
17/11/2009,23.797095,30.44,24.24,179.81,145.45,130.6559,117.112,13.46627355,26.4492,29.6
18/11/2009,23.78234634,30.46,24.18,179.85,145.438,130.6947,117.133,13.71112069,26.4834,29.88
19/11/2009,23.47243008,29.96,23.67,179.93,145.619,130.7465,117.194,13.39633478,26.0448,29.31
20/11/2009,23.38906807,29.69,23.78,179.97,145.655,130.1379,117.173,13.30092797,25.5322,29.28
23/11/2009,23.6861594,30.35,24.25,179.73,145.486,129.9695,117.072,13.46946934,26.0049,29.83
24/11/2009,23.72249669,30.15,23.94,180.02,145.764,130.4098,117.285,13.26850293,26.0448,29.26
25/11/2009,23.8058587,30.37,23.99,180.12,145.692,130.2328,117.173,13.32320021,25.9546,29.5
26/11/2009,23.8058587,29.32,23.32,180.12,146.622,131.2172,117.427,13.32320021,24.9623,29.68
27/11/2009,23.4189929,29.66,23.48,180.78,146.634,130.7841,117.397,12.93525515,25.1619,29.38
30/11/2009,23.49807993,29.285,23.34,181.16,146.713,130.981,117.376,13.41858244,24.8824,29.455
01/12/2009,23.7887588,30.095,23.955,181.06,146.803,130.5347,117.407,13.61573847,25.6808,30.275
02/12/2009,23.77807136,30.145,24.14,180.83,146.64,131.3747,117.376,13.83831338,25.8519,30.015
03/12/2009,23.59212938,30.13,24.13,180.13,146.435,131.1122,117.366,13.68250603,25.7892,30.07
04/12/2009,23.72677166,30.47,24.415,179.11,146.096,130.9022,117.133,14.08633174,25.7379,29.765
07/12/2009,23.69043437,30.36,24.36,179.47,146.302,130.981,117.265,13.79062227,25.9375,29.32
08/12/2009,23.42754285,29.845,24.155,180.24,146.81,131.5847,117.6,13.71112069,25.3729,29.13
09/12/2009,23.51539358,29.48,24.115,180.27,146.955,131.7685,117.681,13.68250603,25.1334,29.035
10/12/2009,23.64768462,29.88,24.275,179.26,146.519,131.4535,117.498,13.62844791,24.9794,28.795
11/12/2009,23.74814654,30,24.495,178.6,146.254,131.2041,117.407,13.8478516,24.8482,28.62
14/12/2009,23.91059558,30.25,24.645,179,146.471,131.6766,117.559,14.09906576,24.7227,29.095
15/12/2009,23.79944624,30.3,24.82,178.12,145.982,131.7554,117.427,13.95913905,24.8482,29.16
16/12/2009,23.83578352,30.68,24.87,178.12,146.465,132.5167,117.701,14.06088829,25.2645,29.5
17/12/2009,23.54937963,30.3,24.59,179.45,147.057,132.1623,118.006,13.97504429,24.9452,28.99
18/12/2009,23.68192329,30.1,24.38,179.3,147.094,132.3723,118.077,14.0672553,25.2645,28.92
21/12/2009,23.92260438,30.71,24.65,178.25,146.791,131.9523,117.904,14.25804432,25.3501,29.05
22/12/2009,24.00855081,30.88,24.62,177.67,146.066,131.6373,117.823,14.40748467,25.2987,28.7
23/12/2009,24.05582814,31.06,24.75,177.67,145.462,131.5847,117.661,14.57919725,25.3558,29.28
24/12/2009,24.16969793,31.06,24.75,177.47,145.462,131.611,117.762,14.78714524,25.601,29.28
25/12/2009,24.16969793,31.06,24.75,177.47,145.462,131.611,117.762,14.78714524,25.601,29.28
28/12/2009,24.22126967,31.37,25.14,177.47,145.148,131.611,117.518,14.85799358,25.5953,29.89
29/12/2009,24.18732249,31.39,25.12,177.5,145.087,131.9391,117.518,14.63581201,25.3387,29.85
30/12/2009,24.17830617,31.17,25.18,176.92,145.123,132.031,117.311,14.65835466,25.5782,29.93
31/12/2009,23.94623333,31.17,25.18,176.83,145.123,131.821,117.29,14.40716509,25.7664,29.93
01/01/2010,23.94623333,31.17,25.18,176.83,145.123,131.821,117.29,14.40716509,25.7664,29.93
04/01/2010,24.35235595,31.69,25.87,177.17,144.942,131.8604,117.487,14.34597788,26.2968,30.47
05/01/2010,24.41681091,31.57,26.04,177.31,145.16,132.3854,117.819,14.32990057,26.3538,30.58
06/01/2010,24.43400797,31.59,26.3,176.78,144.978,132.556,117.912,14.30413754,26.3196,31.02
07/01/2010,24.53715146,31.55,26.18,177.17,145.244,132.3985,118.202,14.45869115,26.0287,30.83
08/01/2010,24.61880348,31.65,26.28,176.99,145.136,132.2935,118.389,14.35241864,26.0801,30.56
11/01/2010,24.65317816,31.58,25.98,177.13,145.486,132.6479,118.596,14.4361485,26.12,30.57
12/01/2010,24.42326224,31.2,25.77,177.79,145.8,132.7661,118.741,14.19464464,25.9489,30.11
13/01/2010,24.62954921,31.26,25.65,177.7,145.897,132.7661,118.845,14.48123381,26.0687,29.81
14/01/2010,24.69616109,31.4,25.81,177.69,146.03,133.1598,118.928,14.46835229,26.1599,30.01
15/01/2010,24.41896783,30.84,25.75,178.45,146.344,133.1205,119.094,14.3588594,26.0116,29.57
18/01/2010,24.41896783,31.02,26,178.57,146.441,132.8842,119.031,14.3588594,26.1143,29.58
19/01/2010,24.72410389,31.31,26.26,178.57,146.248,132.6611,118.928,14.6519139,26.2055,29.44
20/01/2010,24.4726965,30.59,25.79,178.77,146.767,133.2911,119.228,14.48767456,26.0116,29
21/01/2010,24.00209948,30.01,25.41,179.05,146.924,133.1205,119.187,14.07227024,25.7835,28.97
22/01/2010,23.4670475,29.75,24.97,179.01,146.924,132.0441,119.052,13.71805311,25.6295,28.79
25/01/2010,23.58738805,29.35,24.78,179.04,146.949,132.3854,118.98,13.81466449,25.5383,28.74
26/01/2010,23.48853897,29.68,24.58,179.08,147.094,132.2017,118.938,13.68584932,25.6923,28.54
27/01/2010,23.60027127,29.24,24.25,179.33,147.106,131.9391,119.166,13.80822373,25.4641,28.31
28/01/2010,23.32952933,28.75,24.28,179.33,147.251,131.6504,119.031,13.6890697,25.5668,27.82
29/01/2010,23.07596502,29.15,24.7,179.02,147.227,131.7423,119.135,13.6117806,25.7835,27.71
01/02/2010,23.4348103,29.35,24.8,178.87,147.311,131.4797,119.114,13.8597498,26.1485,27.88
02/02/2010,23.71845489,29.75,24.94,179.1,147.263,131.0072,119.135,14.04972758,26.1941,28.43
03/02/2010,23.60027127,29.44,25,178.79,147.045,131.3879,119.083,13.82110525,26.0515,28.41
04/02/2010,22.87183497,28.46,24.44,178.79,147.637,132.0704,119.259,13.30908954,25.7151,27.38
05/02/2010,22.9191123,27.66,23.84,179.9,148.218,131.2829,119.529,13.55381378,25.5098,26.8
08/02/2010,22.75365134,27.96,24.1,179.64,147.976,131.4535,119.373,13.25756348,25.2702,27.09
09/02/2010,23.03943342,28.13,24.19,179.76,147.758,130.4559,119.208,13.21569855,24.9908,27.27
10/02/2010,22.994313,28.38,24.38,179.13,147.456,130.6528,119.218,13.24146158,24.9794,27.44
11/02/2010,23.23497466,28.18,24.82,178.65,147.166,130.1934,118.948,13.36641721,24.871,27.92
12/02/2010,23.21564011,28.1,24.62,179.12,147.613,130.7053,119.394,13.52483036,24.9223,27.61
15/02/2010,23.21564011,28.2,24.95,179,147.517,130.4297,119.228,13.52483036,24.9566,27.76
16/02/2010,23.58093672,28.62,25.18,178.84,147.492,130.5084,118.762,13.9080309,25.025,28.62
