,us equity,eu equity,em equity,us gov,eu gov,us corp,eu corp,us real,eu real,comm
24/07/2006,25.16761311,34.67884885,18.31947346,142.7017138,120.62,111.7347,105.0030969,17.99424955,28.6396,29.24158131
25/07/2006,25.25734872,34.6229883,18.52556053,142.5717578,120.75,111.6048,104.996216,18.08719805,28.5786,29.19108485
26/07/2006,25.29123761,34.73461842,18.56050288,142.8116766,120.274,111.7067,104.893002,18.15094189,28.6599,29.21330329
27/07/2006,25.26731718,35.09743907,18.9477078,142.80168,120.826,111.935,105.0719063,18.09250799,28.9547,29.43658945
28/07/2006,25.52057058,35.37646889,18.93642433,143.2115413,121.031,112.3805,105.216406,18.35544826,29.1783,29.55521023
31/07/2006,25.49462926,35.20906919,18.94894534,143.3015109,120.707,112.3914,105.2645725,18.29435939,29.1579,30.19513808
01/08/2006,25.36900329,34.74389819,18.77568952,143.3614906,120.804,112.4892,105.2439297,18.19875592,29.1173,30.09497147
02/08/2006,25.54050751,35.27411853,18.96809084,143.4914466,120.782,112.75,105.216406,18.16421674,29.0563,30.45817873
03/08/2006,25.60830473,34.98580895,18.98599879,143.5414297,120.62,112.75,104.9755732,18.33686347,29.2596,29.91116436
04/08/2006,25.56442794,35.44160921,19.15437724,143.9612876,121.01,113.2825,105.2989772,18.62635344,29.1681,30.11884252
07/08/2006,25.51458562,34.92994839,19.09206339,143.8513248,121.053,113.1956,105.3746675,18.4431114,29.1376,30.08781015
08/08/2006,25.40689511,35.04157852,19.19390578,143.9013079,121.15,113.1847,105.4159532,18.16952667,29.5035,29.98103309
09/08/2006,25.321143,35.41367893,19.37924583,143.8313316,120.804,113.3695,105.2920963,18.05799339,29.2697,30.36930496
10/08/2006,25.39892811,35.13464911,19.27958733,143.7813485,120.988,113.1847,105.3058582,18.07180906,29.0868,29.91042986
11/08/2006,25.32712797,35.10671884,19.29269071,143.5314331,120.588,113.0108,105.0994301,17.95971037,29.3104,29.48084271
14/08/2006,25.34708433,35.51602929,19.24770244,143.3614906,120.371,112.9348,105.0168588,18.13235711,29.6153,29.20155139
15/08/2006,25.65018005,36.10201921,19.31751434,143.8713181,120.717,113.1086,105.1613585,18.33951844,29.7271,29.24865081
16/08/2006,25.88149506,36.1950898,19.60032899,144.291176,120.956,113.815,105.3471438,18.37405762,29.6762,29.24158131
17/08/2006,25.92935535,36.26950989,19.68076919,144.2811794,121.172,113.9346,105.4021913,18.34748335,29.7372,28.73432143
18/08/2006,26.06096628,36.13922925,19.52374701,144.5210982,121.183,114.0106,105.4641197,18.42981198,29.6762,28.88076116
21/08/2006,25.94929228,36.04624964,19.39729938,144.5210982,121.475,114.1954,105.6843097,18.53527325,29.6051,29.18575977
22/08/2006,25.94731024,36.1950898,19.51180837,144.7210306,121.973,114.3475,106.0283565,18.66620255,29.5035,29.34716481
23/08/2006,25.87551009,35.89740947,19.34670576,144.7110339,121.94,114.1084,105.9664281,18.52278506,29.6762,29.21679214
24/08/2006,25.8535717,36.10201921,19.22076771,144.7710136,122.092,114.2823,106.0558803,18.59449381,29.2189,29.33550472
25/08/2006,25.88547856,36.06480917,19.2505415,144.8909731,122.2,114.4453,106.1315706,18.58121896,29.6864,29.3822369
28/08/2006,26.00912249,36.35320974,19.24166032,144.8909731,122.168,114.4453,106.1315706,18.80165514,29.5543,29.04427787
29/08/2006,26.03902789,36.30671993,19.37844507,144.970946,121.919,114.0758,106.0352375,18.80431011,29.473,28.76966895
30/08/2006,26.05498132,36.47411963,19.52527573,145.1408885,122.168,114.5539,106.1109278,18.91586798,29.4049,28.76103864
31/08/2006,26.05099782,36.37186025,19.43165935,145.3908039,122.514,114.7395,106.2829512,18.93179779,29.5275,29.10698529
01/09/2006,26.20652918,36.46483986,19.56931765,145.4807735,122.46,114.8377,106.3655224,18.82291948,29.6704,28.84366921
04/09/2006,26.20652918,36.63223956,19.86130467,145.4807735,122.557,114.8596,106.3724034,18.82291948,29.6194,28.84366921
05/09/2006,26.25639093,36.40897931,19.84732773,145.1908716,122.319,114.805,106.20038,19.01412642,29.3845,29.08798026
06/09/2006,26.02507592,35.97182956,19.6361449,145.0809088,121.94,114.5212,106.0008328,18.89993817,29.3845,29.06144667
07/09/2006,25.90541549,35.68342899,19.38637989,145.1508851,122.092,114.6631,106.0765231,18.76979551,29.313,28.82236889
08/09/2006,25.97919767,35.78577935,19.37167499,145.3408208,122.179,114.8705,106.1797372,18.94772761,29.364,28.4721989
11/09/2006,26.00513899,35.7299188,18.98920184,145.180875,122.103,114.6522,106.0971659,19.00881648,29.4151,27.74890598
12/09/2006,26.26037443,36.1486,19.11645024,145.4207938,121.886,114.5976,105.98019,19.25317197,29.4457,27.5856647
13/09/2006,26.36606347,36.3346502,19.30848757,145.4907701,122.211,115.198,106.1522134,19.36207487,29.5275,27.53223027
14/09/2006,26.36806494,36.22302008,19.3565333,145.3208276,122.287,115.0561,106.1453325,19.25848191,29.5989,27.09272745
15/09/2006,26.42974116,36.40897931,19.41651767,145.2608479,122.319,115.0779,106.2141418,19.41254386,29.8032,26.87595992
18/09/2006,26.46578698,36.32527946,19.69088791,145.2208614,121.865,114.6303,105.98019,19.27441172,30.1607,27.20134074
19/09/2006,26.39969975,36.0555294,19.67793013,145.780672,122.319,115.2198,106.2072609,19.4178538,29.9462,26.91892782
20/09/2006,26.5398995,36.6416103,19.58052832,145.8306551,122.341,115.4928,106.2623084,19.37534971,29.9054,26.7460463
21/09/2006,26.41170854,36.80901,19.49870499,146.4504454,122.471,115.7111,106.2967131,19.16022347,30.4773,27.13092113
22/09/2006,26.33161106,36.42762982,19.25687481,146.8103236,123.001,116.388,106.7302121,19.21069246,30.5182,26.92241666
25/09/2006,26.5338951,36.48339939,19.20599001,147.1302154,123.456,116.8028,106.957283,19.23935629,30.9676,26.87164477
26/09/2006,26.75421176,36.90208059,19.33898933,146.9502762,123.423,116.6282,106.9366402,19.19377933,31.2331,27.00614897
27/09/2006,26.78625464,37.14390037,19.53910708,146.9102898,123.304,116.6194,106.847188,19.36268944,31.6621,27.13955144
28/09/2006,26.77622788,37.12534084,19.65354328,146.7403473,123.174,116.4112,106.7508549,19.32247158,31.5191,27.30802599
29/09/2006,26.75421176,37.17183065,19.59348611,146.7003608,122.969,116.3016,106.6682837,19.27421506,31.6825,27.35439092
02/10/2006,26.65406076,37.09741056,19.6678842,146.9002932,123.228,116.5427,106.8127833,19.2661764,32.0706,27.15616936
03/10/2006,26.71014066,37.02299048,19.53408412,146.930283,122.871,116.4551,106.6201171,19.45384338,32.0808,26.70491464
04/10/2006,27.02258303,37.3020203,19.49994253,147.3101545,123.153,116.6523,106.7990215,19.67904867,32.4587,26.84501936
05/10/2006,27.07466,37.56249059,19.76455804,146.9802661,123.142,116.6523,106.7646168,19.80774092,32.5302,27.2963659
06/10/2006,27.04061565,37.56249059,19.74024398,146.3604758,122.936,116.1044,106.633879,19.68443236,32.4792,27.4511605
09/10/2006,27.05664681,37.64619044,19.70945104,146.3604758,122.795,116.0606,106.6476409,19.79702272,32.5609,27.88478736
10/10/2006,27.09269262,37.75099721,19.80648886,146.0405841,122.352,115.688,106.3861653,19.79970227,32.2545,27.59108159
11/10/2006,27.06064974,37.80822243,19.79680691,145.7906686,122.514,115.7866,106.4205699,19.72465022,32.326,27.69923583
12/10/2006,27.29497666,38.13219543,19.91430057,145.8606449,122.46,115.5674,106.4549746,19.90427855,32.4587,27.77525595
13/10/2006,27.36508625,38.12264273,20.24632569,145.6807058,122.352,115.3811,106.3724034,20.13216339,32.612,28.1477362
16/10/2006,27.40713646,38.12264273,20.37182696,145.8706416,122.319,115.5455,106.4205699,20.17506081,32.469,28.76976076
17/10/2006,27.32101515,37.63672872,20.23373188,145.9806044,122.514,115.8852,106.5650696,20.10802284,32.183,28.60156164
18/10/2006,27.35706096,38.02738867,20.30791158,146.0705739,122.579,115.7428,106.5031412,20.20991957,32.5098,28.37937722
19/10/2006,27.40113206,37.94159632,20.34576579,145.9506145,122.298,115.6551,106.3999271,20.16166305,32.4383,28.6747356
20/10/2006,27.40713646,38.11309003,20.33739419,145.9706077,122.352,115.7537,106.4274509,20.13484295,32.2238,28.52581696
23/10/2006,27.53332595,38.36082339,20.26285051,145.7206923,122.07,115.414,106.2829512,20.25549654,32.612,28.56740768
24/10/2006,27.61544433,38.27512202,20.34045165,145.7506822,122.081,115.4907,106.303594,20.15092026,32.6324,28.69860666
25/10/2006,27.70957151,38.31324185,20.45175759,146.1105604,121.951,115.4092,106.2829512,20.25281699,32.6017,29.08247156
26/10/2006,27.79569282,38.42751033,20.57667649,146.5404149,122.146,116.3883,106.3861653,20.45388173,32.5915,29.03142423
27/10/2006,27.62144873,38.30368915,20.53227059,146.8902965,122.536,116.7954,106.5925934,20.31715082,32.4792,29.14545441
30/10/2006,27.60141464,38.17977698,20.31540963,146.9602729,122.687,116.9054,106.7095693,20.43244531,32.2238,28.72211046
31/10/2006,27.59741171,38.18932968,20.52411737,147.4701003,123.023,117.3235,107.0123305,20.46730407,32.8366,28.65196629
01/11/2006,27.41113939,38.30368915,20.72867572,147.8299786,123.282,117.6646,107.2462824,20.30911217,32.7856,28.77728932
02/11/2006,27.39512767,37.88446208,20.70705514,147.610053,123.185,117.5765,107.0811399,19.92303541,32.7345,29.01039934
03/11/2006,27.34705363,38.03685039,20.8497364,146.7703371,122.871,116.8064,106.9366402,19.70318922,32.8162,29.16445944
06/11/2006,27.65549307,38.57043692,20.96854039,146.8902965,122.817,116.7074,106.8884736,19.8854971,33.2452,29.25425133
07/11/2006,27.76164847,38.8562901,21.13043995,147.2501748,123.098,117.2575,107.1155446,19.66833046,33.3269,29.3290779
08/11/2006,27.8217313,38.80870856,21.07911837,147.4601037,122.99,117.2355,107.0123305,19.73531927,33.1941,29.32457913
09/11/2006,27.67552716,38.88485723,21.23337429,147.480097,123.163,117.4115,107.1017827,19.76484351,33.4393,29.64628748
10/11/2006,27.68753595,38.79915586,21.24844318,147.7500056,123.434,117.9066,107.2944489,19.84527924,33.2758,28.93180849
13/11/2006,27.75564408,39.02778382,21.20367329,147.6600361,123.304,117.8956,107.2256396,19.89353576,33.4393,28.77719751
14/11/2006,27.96393252,38.94208245,21.38464554,147.949938,123.38,118.1266,107.3150917,20.14556115,33.4188,28.87773137
15/11/2006,28.04404943,39.20883023,21.39461867,147.5900598,123.228,118.0386,107.1981158,20.16970171,33.5005,29.03785105
16/11/2006,28.11616049,39.20883023,21.46843439,147.3201511,123.282,117.5105,107.1705921,20.30643261,33.8274,28.60303063
17/11/2006,28.12416635,38.94208245,21.28163841,147.740009,123.163,117.7966,107.3150917,20.22867644,33.5618,28.69539325
20/11/2006,28.14017807,39.1802631,21.29088357,147.8599684,123.402,117.9066,107.4320677,20.92843287,33.6946,28.8420166
21/11/2006,28.16821802,39.14214328,21.45904363,147.9899245,123.499,118.1156,107.4527105,21.2662531,34.0725,29.24727364
22/11/2006,28.22429792,39.16124868,21.69104628,148.0998872,123.542,118.2697,107.4664723,21.36008659,34.0112,29.08182888
23/11/2006,28.22429792,39.01832209,21.73195795,148.0998872,123.391,118.2807,107.3150917,21.36008659,34.1644,29.08182888
24/11/2006,28.11013666,38.70390179,21.76806504,148.2598331,123.824,118.5777,107.5490436,21.45124053,34.0725,29.08182888
27/11/2006,27.72358177,38.07497021,21.77206885,148.3997858,123.575,118.3797,107.4939961,20.87213769,33.429,29.71698252
28/11/2006,27.84376686,38.00828327,21.51742648,148.629708,123.769,118.6547,107.610972,20.92843287,33.4495,29.68998987
29/11/2006,28.13417368,38.43706303,21.85811439,148.5397384,123.661,118.7698,107.500877,21.22335568,33.582,29.86856371
30/11/2006,28.1462019,38.11309003,22.04949655,148.9995828,124.062,119.0237,107.6453767,21.44588142,33.6742,30.21891732
01/12/2006,28.08409818,37.56048908,22.0909906,149.3294712,124.202,119.3217,107.8105192,21.40566356,33.5206,30.11544549
04/12/2006,28.29841044,37.85580398,22.18293265,149.359461,123.975,119.3769,107.8518048,21.6550094,33.8278,29.59680095
05/12/2006,28.42057757,38.30368915,22.41195064,149.3294712,124.029,119.4542,107.7692336,21.48877884,34.1451,29.73571211
06/12/2006,28.39655998,38.26556932,22.48511119,149.0295727,123.845,119.4542,107.721067,21.36930523,33.9609,29.30961381
07/12/2006,28.27237196,38.43706303,22.48853263,149.0295727,123.737,119.112,107.5903292,21.23675344,34.1349,29.28748718
08/12/2006,28.32444893,38.40849591,22.33791654,148.5097486,123.564,118.8802,107.5215198,21.30647096,34.2168,29.19521638
11/12/2006,28.40656731,38.73246891,22.24510092,148.7996505,123.38,119.1009,107.4389486,21.35472749,34.6673,29.20201045
12/12/2006,28.38453176,38.76103604,22.08749636,149.0395693,123.434,118.7477,107.4527105,21.25821444,34.6059,29.06144667
13/12/2006,28.41457317,39.13268156,22.10336601,148.419779,123.412,118.7146,107.4045439,21.14827906,34.913,29.0875212
14/12/2006,28.66493125,39.38987664,22.37591634,148.2798264,122.969,118.7146,107.2325205,21.16438095,35.1076,29.31897861
15/12/2006,28.6674768,39.55190863,22.4997433,148.2998196,122.936,118.9023,107.1843539,21.00618905,35.6297,29.08990831
18/12/2006,28.58891442,39.41844376,22.59306849,148.3897892,122.785,118.7036,107.1293064,20.87481724,35.5376,28.79941595
19/12/2006,28.64330376,39.1802631,22.24488253,148.3398061,122.503,118.6484,106.964164,20.69786847,35.3226,28.9678905
20/12/2006,28.62719488,39.35175682,22.52362057,148.3697959,122.633,118.7146,106.9916877,20.91503511,35.4557,28.80345567
21/12/2006,28.52245799,39.26605545,22.53221056,148.7196775,122.503,118.7146,106.9159974,20.74344544,35.7321,28.68318228
22/12/2006,28.34724232,38.89440993,22.53708793,148.20985,122.547,118.7588,106.8953546,20.56489877,35.8447,28.79831421
25/12/2006,28.34724232,38.89440993,22.50658617,148.20985,122.547,118.7588,106.8953546,20.56489877,35.8447,28.79831421
26/12/2006,28.51439384,38.89440993,22.54917216,148.4297756,122.547,118.7588,106.8953546,20.72621272,35.8447,28.6887828
27/12/2006,28.70171547,39.49468341,22.85171468,148.0599008,122.092,118.1585,106.7646168,20.89846613,36.0495,28.69291433
28/12/2006,28.64128287,39.49468341,22.9782351,147.8099853,122.135,117.8925,106.6614027,20.95589213,36.4897,28.78601144
29/12/2006,28.52245799,39.51378881,23.04236888,147.7500056,122.308,118.0366,106.737093,21.05432265,36.4897,28.83099919
01/01/2007,28.52245799,39.51378881,23.05008531,147.7899921,122.308,118.0366,106.737093,21.05432265,36.4897,28.83099919
02/01/2007,28.52245799,39.961583,23.3956506,147.9999211,122.276,117.9923,106.8884736,21.05432265,36.8583,28.83099919
03/01/2007,28.47211045,40.04737534,23.26097696,148.1898568,122.179,117.9923,106.8265452,21.08714102,36.7559,27.92665352
04/01/2007,28.53252362,39.89489605,22.90580252,148.5397384,122.341,118.4023,106.9366402,21.11447737,36.9914,27.59043891
05/01/2007,28.3049395,39.44710186,22.58426011,148.3298094,121.973,118.3248,106.7095693,20.72348401,36.8583,27.37660936
08/01/2007,28.43585089,39.35175682,22.46043315,148.3298094,122.124,117.8703,106.7921405,20.75354907,36.6126,27.23439297
09/01/2007,28.41169728,39.43754916,22.17266834,148.3597993,122.027,118.2139,106.6889265,21.01604685,36.5205,27.0321317
10/01/2007,28.50634911,39.04688922,21.90856241,148.1798602,121.756,118.1585,106.6614027,21.28675536,36.2031,27.28286957
11/01/2007,28.63121724,39.78053659,22.07861518,147.8099853,121.93,117.8814,106.737093,21.56292131,36.4488,27.19922907
12/01/2007,28.84873574,39.93301587,22.35160229,147.6000564,121.746,117.6709,106.5444268,21.63128676,36.6638,27.6817916
15/01/2007,28.84873574,40.04737534,22.66535548,147.6000564,121.637,117.5822,106.626998,21.63128676,37.0938,27.6817916
16/01/2007,28.79234494,39.87588163,22.62386144,147.8099853,121.8,117.8149,106.6889265,21.9402465,37.0529,27.47640873
17/01/2007,28.80441202,39.62814827,22.59059341,147.5500733,121.897,117.8925,106.7302121,21.92930704,37.0529,27.53654542
18/01/2007,28.70773929,39.48522168,22.67023285,147.7999887,121.54,117.693,106.626998,21.90197069,36.889,27.32436848
19/01/2007,28.76414953,39.86632893,22.66863132,147.6600361,121.713,117.8814,106.6958074,22.12071065,37.2269,27.85531579
22/01/2007,28.67552153,39.54235593,22.84399824,147.819982,121.908,117.959,106.8884736,21.93478906,37.7286,28.02186229
23/01/2007,28.76010774,39.54235593,22.89728533,147.5300801,121.886,117.8038,106.8953546,22.0387016,37.7081,28.64829382
24/01/2007,28.99173365,40.02826994,23.15374762,147.5300801,121.865,117.693,106.7990215,22.32578242,38.1791,28.49395828
25/01/2007,28.65134849,39.87588163,23.07534572,147.1602052,121.529,117.5933,106.6751646,22.46251333,38.0358,28.22146103
26/01/2007,28.63121724,39.67572982,22.80920149,147.0902289,121.399,117.3827,106.6682837,22.53633622,37.575,28.42932281
29/01/2007,28.6090651,39.80910371,22.62735567,147.060239,121.399,117.3273,106.5994743,22.61015911,37.9641,27.92793888
30/01/2007,28.75810627,40.17119653,22.74703322,147.1901951,121.367,117.3938,106.633879,22.72228239,37.7593,28.64489679
31/01/2007,28.95145173,39.99015012,22.79908276,147.5700665,121.226,117.4599,106.7026884,22.90274654,37.5238,28.89168675
01/02/2007,29.12464651,40.31412312,23.08298936,147.5000902,121.681,117.7384,106.7852596,22.99296632,37.8412,28.67372567
02/02/2007,29.16492843,40.42848259,23.25886586,147.5800631,121.94,117.9388,106.957283,23.03399542,38.3634,28.72780279
05/02/2007,29.17299259,40.42848259,23.32052454,147.7699989,122.146,118.0502,107.1361874,23.03399542,39.0391,28.78454245
06/02/2007,29.18103732,40.46660241,23.48788384,148.079894,121.995,118.195,107.1430683,23.37304481,39.4794,28.80822988
07/02/2007,29.24549228,40.65720152,23.4865735,148.2498365,122.081,118.6738,107.1637111,23.86249327,39.807,28.64306055
08/02/2007,29.20723125,40.39991547,23.39383068,148.3198128,121.908,118.7073,107.0811399,23.67927582,38.906,28.97110391
09/02/2007,28.98971276,40.65720152,23.37584993,147.9699312,121.756,118.5513,106.9159974,23.40586318,39.3156,29.15371747
12/02/2007,28.89101913,40.2951087,23.06559098,147.8999549,121.637,118.4177,106.9091165,22.98202686,39.6944,28.55170787
13/02/2007,29.13471213,40.55239476,23.15280126,147.8299786,121.497,118.2841,106.8403071,23.4277175,39.6944,29.04850121
14/02/2007,29.32605613,40.80958983,23.48802944,148.419779,121.692,118.8075,106.9504021,23.26094611,40.0015,28.87763956
15/02/2007,29.36431715,40.72388847,23.65961093,148.629708,122.146,119.1193,107.1981158,23.43319952,40.5442,29.06658813
16/02/2007,29.35020973,40.609529,23.70962217,148.7396708,122.124,119.2307,107.1705921,23.37304481,40.5954,29.33587197
19/02/2007,29.35020973,40.78102271,23.76596671,148.7396708,121.995,119.3421,107.1361874,23.37304481,41.1073,29.33587197
20/02/2007,29.4126438,40.67621594,23.69557244,148.88962,121.843,119.42,107.177473,23.55350896,40.8923,29.15123855
21/02/2007,29.40057671,40.48561683,23.72534623,148.8096471,122.103,119.4757,107.2669252,23.47695735,41.3632,29.63012861
22/02/2007,29.37842457,40.58096188,23.88578986,148.5597316,121.865,119.2641,107.1086636,23.3511659,41.2711,30.04410776
23/02/2007,29.26362206,40.5999763,23.79355661,148.9196099,122.254,119.5759,107.3013299,22.94375106,40.7796,30.25793731
26/02/2007,29.23742812,40.84770966,23.79923474,149.2694915,122.59,119.7875,107.5765673,22.82889906,40.278,30.29080592
27/02/2007,28.09548515,39.77107486,23.06835725,150.1891803,122.687,120.1328,107.721067,22.12071065,38.6501,30.02941788
28/02/2007,28.38350188,39.02778382,22.66375395,149.9892479,122.871,120.265,107.7692336,22.25744155,38.2371,29.8646158
01/03/2007,28.29889624,38.42751033,22.3281618,149.9992446,122.99,120.4886,107.8174001,22.06055593,37.2635,29.64986813
02/03/2007,27.92833363,38.30368915,22.21510874,150.2791498,123.218,120.4103,107.9068523,21.71056709,38.1449,29.36102839
05/03/2007,27.66246906,37.99873057,21.37030462,150.3591228,123.402,120.3768,108.0100664,20.86567235,37.1201,28.998372
06/03/2007,28.13576708,38.33225627,21.89021767,150.2891465,123.434,120.265,107.9894236,21.63128676,37.5095,29.27105288
07/03/2007,28.10757167,38.43706303,21.92960062,150.4890788,123.445,120.265,107.9894236,21.32775988,38.2474,29.57669417
08/03/2007,28.34522142,39.02778382,22.35960991,150.4690856,123.337,120.4662,107.9343761,21.66956257,38.7393,29.66272178
09/03/2007,28.35328558,39.11357616,22.52791557,149.8592919,123.066,120.3768,107.8174001,21.95666797,39.0468,29.34799112
12/03/2007,28.39556896,38.79915586,22.68726724,150.1791837,123.326,119.9966,107.941257,22.06603795,38.7086,29.25516945
13/03/2007,27.84372799,38.35136167,22.52340218,150.6490247,123.402,120.6228,108.0582329,21.54649984,38.5036,29.06291566
14/03/2007,28.05118087,37.44612961,22.10329321,150.4990754,123.64,120.634,108.1476851,21.65041237,36.9458,29.0820125
15/03/2007,28.08944189,38.07497021,22.39731853,150.4091059,123.553,120.3321,107.9756617,21.8445447,37.8579,29.14940232
16/03/2007,28.01115156,38.02738867,22.3767171,150.3591228,123.499,120.3656,107.9756617,21.60119711,38.1552,29.18153643
19/03/2007,28.34883572,38.75148334,22.65239769,150.2191701,123.423,120.2091,107.8724476,21.81720835,38.4319,29.16390857
20/03/2007,28.50452253,38.94208245,22.77185685,150.3891126,123.445,120.2538,107.9687807,21.90469941,38.8111,29.1789657
21/03/2007,28.97364274,38.98975497,23.04775582,150.6390281,123.337,120.1867,107.9206142,22.16992591,39.3645,29.28050949
22/03/2007,28.95139344,39.86632893,23.36230977,150.1691871,123.25,120.2202,107.8793286,22.19180482,39.7129,29.72744906
23/03/2007,28.99385171,40.08549516,23.40802601,150.0192378,122.914,120.0972,107.6935433,22.20547299,39.2825,29.60341139
26/03/2007,28.95543523,39.67572982,23.45891081,150.24916,122.936,120.265,107.7485908,21.85194419,39.3542,29.70036459
27/03/2007,28.88668586,39.69483522,23.37555875,150.1092074,122.871,120.4662,107.6729005,21.62364144,38.9443,29.73185602
28/03/2007,28.67639596,39.48522168,23.16517668,150.0992107,122.73,120.23,107.6522576,21.48064185,38.4319,29.95128609
29/03/2007,28.70672885,39.93301587,23.44289557,150.0092412,122.644,119.837,107.5284008,21.5163856,38.6676,30.2156121
30/03/2007,28.71279154,39.961583,23.5629371,149.8792852,122.46,119.6124,107.500877,21.82443576,38.7291,30.15575084
02/04/2007,28.74514533,40.06638976,23.54204449,149.9892479,122.417,119.6124,107.4733533,21.96195333,39.6104,30.08110789
03/04/2007,29.05451749,40.64764882,23.77637662,149.8592919,122.298,119.5563,107.3770202,22.15448775,39.9179,29.97359634
04/04/2007,29.08687128,40.76200829,24.04026416,149.9792513,122.611,119.6686,107.4939961,22.04445403,39.8974,30.341486
05/04/2007,29.16572513,40.88582948,24.11582699,149.8293021,122.384,119.6012,107.4114249,22.02245221,39.8769,30.44725313
06/04/2007,29.16572513,40.88582948,24.11983081,149.8293021,122.384,119.6012,107.4114249,22.02245221,39.8769,30.44725313
09/04/2007,29.20618194,40.88582948,24.28471502,149.3694577,122.384,119.6012,107.4114249,22.06372714,39.8769,30.24361468
10/04/2007,29.24055663,41.12401014,24.37389081,149.5493968,122.179,119.0173,107.3219727,22.15448775,40.6353,30.53410704
11/04/2007,29.12124596,41.03830877,24.45906279,149.4594272,121.973,118.9387,107.2669252,21.82443576,39.9999,30.53823857
12/04/2007,29.25066111,40.95251642,24.45658771,149.4894171,121.746,118.8265,107.1155446,21.67590499,39.2927,30.55384656
13/04/2007,29.38411806,41.30505655,24.60218083,149.3294712,121.443,118.5233,106.8815927,21.92070298,39.5182,30.63335553
16/04/2007,29.66315733,41.92443543,24.90210267,149.5793866,121.648,118.7703,107.0192115,21.94818682,39.9384,30.32679612
17/04/2007,29.74201119,41.92443543,24.84786923,149.9692547,121.778,119.3542,107.1705921,22.23423516,39.8769,30.25729463
18/04/2007,29.77840677,41.68625477,24.7849002,150.1991769,122.124,119.6686,107.3082108,22.09671759,39.2005,30.21928457
19/04/2007,29.77032318,41.54332818,24.49822734,150.1891803,121.875,119.7359,107.1499493,21.94818682,39.2005,30.1773266
20/04/2007,30.05138335,42.19118321,24.88914488,150.1891803,121.735,120.7128,107.1293064,22.11321282,39.8871,30.30136427
23/04/2007,29.93815481,42.10548184,24.92183054,150.3491262,121.843,120.8251,107.287568,22.3607641,39.6924,30.52327325
24/04/2007,29.9502802,41.82918136,24.9056697,150.5790484,121.973,120.9373,107.3494964,22.20948003,39.0263,30.21129695
25/04/2007,30.22527768,42.18172148,24.97162339,150.459089,121.93,121.1107,107.2669252,22.19573811,39.016,30.59562091
26/04/2007,30.25965236,42.41034944,24.99411753,150.2091735,121.875,120.75,107.1224255,22.20948003,39.1185,30.22405878
27/04/2007,30.23538216,42.07691472,24.80091545,150.119204,121.746,120.6936,107.1361874,22.15448775,38.4934,30.55292844
30/04/2007,29.98465488,42.23885573,24.68087392,150.589045,122.005,120.8852,107.4527105,21.79692733,38.6368,30.5040846
01/05/2007,30.06148784,42.23885573,24.66092766,150.6190348,122.005,120.8402,107.4802342,21.60714621,38.6368,30.48893566
02/05/2007,30.23740306,42.47703639,24.7891952,150.5990416,121.735,120.9754,107.2118777,21.77767881,38.6983,30.37013126
03/05/2007,30.4011929,42.58184315,25.08176459,150.3891126,121.637,120.7951,107.1361874,21.83542439,38.934,30.60985173
04/05/2007,30.51644233,42.90581615,25.30634199,150.6790145,122.038,121.0205,107.3013299,21.64564326,38.7598,30.68945251
07/05/2007,30.52250503,42.84868191,25.416192,150.7389942,121.854,121.0205,107.3013299,21.70616673,38.6061,30.46919613
08/05/2007,30.48206765,42.56282873,25.26106252,150.7589875,121.973,121.1332,107.3494964,21.56314256,38.7291,30.32376633
09/05/2007,30.56498273,42.69620262,25.40483574,150.5190687,121.886,121.0769,107.3219727,21.79692733,37.653,30.28584808
10/05/2007,30.24550608,42.38178232,25.29986309,150.6090382,121.821,120.9416,107.3013299,21.5053724,37.6735,30.17291964
11/05/2007,30.50431695,42.73432244,25.22240755,150.5190687,122.092,121.6292,107.3494964,21.79692733,38.1347,30.58901046
14/05/2007,30.43758848,42.61050125,25.41262497,150.4390957,121.627,120.7274,107.1499493,21.67315169,37.3763,30.39831747
15/05/2007,30.44567207,42.9820558,25.28100878,150.3291329,121.258,120.5583,107.0054496,21.3430997,37.5095,30.56798557
16/05/2007,30.65394107,42.77244226,25.57408774,150.3591228,121.292,120.5133,106.9848068,21.07907778,36.8946,30.49765778
17/05/2007,30.59329472,42.80100939,25.55749013,150.0592243,121.371,120.3329,106.9435211,20.71325746,36.9561,30.61829841
18/05/2007,30.86018918,43.35370132,25.62555491,149.7593257,121.371,120.254,106.9848068,20.50422781,37.4583,30.58680698
21/05/2007,30.844022,43.38226845,25.83964961,149.909275,121.247,119.8707,106.957283,20.5867531,37.3558,30.87261694
22/05/2007,30.81975181,43.41083557,25.92751506,149.6493629,121.168,119.8256,106.9159974,20.89204996,37.5915,30.35736943
23/05/2007,30.8237936,43.73480857,25.89512059,149.4994137,121.022,119.5551,106.7783787,20.73253057,38.1756,30.30889283
24/05/2007,30.54475433,43.32504322,25.57517969,149.5094103,121.022,119.3747,106.854069,20.38598335,37.9194,30.11755716
25/05/2007,30.67214858,43.53465676,25.61303391,149.5094103,120.831,119.4311,106.7164502,20.50149909,37.8887,30.45588343
28/05/2007,30.67214858,43.55376216,25.69813309,149.5094103,120.831,119.4311,106.7164502,20.50149909,37.5197,30.45588343
29/05/2007,30.78335622,43.6395545,25.65212566,149.439434,120.684,119.3522,106.7095693,21.23309057,37.4583,30.06852968
30/05/2007,31.0340835,43.55376216,25.47908823,149.4494306,120.831,119.4189,106.737093,21.80243394,37.2225,30.31201443
